Scientific_Name,Common_Name,Date,Year,Month,Day,Time,Country,Country_State_County,State,County,Locality,Latitude,Longitude,Parent_Species,target_H5_HPAI
Acrocephalus scirpaceus,Eurasian Reed Warbler,15/09/2015,2015,9,15,1100,Ireland,IE-C-GY,Connaught,Galway,Inishmore (Inis Mór),53.1291,-9.7507,Acrocephalus scirpaceus,0
Acrocephalus scirpaceus,Eurasian Reed Warbler,15/09/2015,2015,9,15,1100,Ireland,IE-C-GY,Connaught,Galway,Inishmore (Inis Mór),53.1291,-9.7507,Acrocephalus scirpaceus,0
Limosa haemastica,Hudsonian Godwit,15/09/2015,2015,9,15,1100,Ireland,IE-C-GY,Connaught,Galway,Inishmore (Inis Mór),53.1291,-9.7507,Limosa haemastica,0
Limosa haemastica,Hudsonian Godwit,15/09/2015,2015,9,15,1100,Ireland,IE-C-GY,Connaught,Galway,Inishmore (Inis Mór),53.1291,-9.7507,Limosa haemastica,0
Limosa haemastica,Hudsonian Godwit,15/09/2015,2015,9,15,1100,Ireland,IE-C-GY,Connaught,Galway,Inishmore (Inis Mór),53.1291,-9.7507,Limosa haemastica,0
Muscicapa striata,Spotted Flycatcher,15/09/2015,2015,9,15,1100,Ireland,IE-C-GY,Connaught,Galway,Inishmore (Inis Mór),53.1291,-9.7507,Muscicapa striata,0
Larus canus,Mew Gull,16/08/2014,2014,8,16,930,Ireland,IE-M-KY,Munster,Kerry,Ring of Kerry.,52.0018,-10.1239,Larus canus,1
Corvus frugilegus,Rook,16/08/2014,2014,8,16,930,Ireland,IE-M-KY,Munster,Kerry,Ring of Kerry.,52.0018,-10.1239,Corvus frugilegus,0
Larus argentatus,Herring Gull,17/08/2014,2014,8,17,900,Ireland,IE-M-KY,Munster,Kerry,Dingle peninsula.,52.1773,-10.4411,Larus argentatus,0
Corvus frugilegus,Rook,22/06/2005,2005,6,22,1300,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher--Doolin,53.0089,-9.3916,Corvus frugilegus,0
Corvus monedula,Eurasian Jackdaw,22/06/2005,2005,6,22,1300,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher--Doolin,53.0089,-9.3916,Corvus monedula,0
Erithacus rubecula,European Robin,23/06/2005,2005,6,23,700,Ireland,IE-M-CE,Munster,Clare,Callagan's B & B,53.1336,-9.0747,Erithacus rubecula,0
Ardea cinerea,Gray Heron,23/06/2005,2005,6,23,700,Ireland,IE-M-CE,Munster,Clare,Callagan's B & B,53.1336,-9.0747,Ardea cinerea,1
Corvus monedula,Eurasian Jackdaw,23/06/2005,2005,6,23,700,Ireland,IE-M-CE,Munster,Clare,Callagan's B & B,53.1336,-9.0747,Corvus monedula,0
Cygnus olor,Mute Swan,23/06/2005,2005,6,23,900,Ireland,IE-M-CE,Munster,Clare,Ballyvaughan Harbour,53.1192,-9.1532,Cygnus olor,1
Ardea cinerea,Gray Heron,23/06/2005,2005,6,23,900,Ireland,IE-M-CE,Munster,Clare,Ballyvaughan Harbour,53.1192,-9.1532,Ardea cinerea,1
Cygnus olor,Mute Swan,23/06/2005,2005,6,23,900,Ireland,IE-M-CE,Munster,Clare,Ballyvaughan Harbour,53.1192,-9.1532,Cygnus olor,1
Alca torda,Razorbill,23/06/2005,2005,6,23,1430,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher--Doolin,53.0089,-9.3916,Alca torda,0
Motacilla cinerea,Gray Wagtail,23/06/2005,2005,6,23,700,Ireland,IE-M-CE,Munster,Clare,Callagan's B & B,53.1336,-9.0747,Motacilla cinerea,0
Motacilla alba,White Wagtail,23/06/2005,2005,6,23,700,Ireland,IE-M-CE,Munster,Clare,Callagan's B & B,53.1336,-9.0747,Motacilla alba,0
Erithacus rubecula,European Robin,23/06/2005,2005,6,23,700,Ireland,IE-M-CE,Munster,Clare,Callagan's B & B,53.1336,-9.0747,Erithacus rubecula,0
Corvus monedula,Eurasian Jackdaw,05/07/2005,2005,7,5,1000,Ireland,IE-M-KY,Munster,Kerry,Tarbert Estuary,52.578,-9.3668,Corvus monedula,0
Sterna hirundo,Common Tern,05/07/2005,2005,7,5,1000,Ireland,IE-M-KY,Munster,Kerry,Tarbert Estuary,52.578,-9.3668,Sterna hirundo,0
Sterna hirundo,Common Tern,05/07/2005,2005,7,5,1000,Ireland,IE-M-KY,Munster,Kerry,Tarbert Estuary,52.578,-9.3668,Sterna hirundo,0
Chroicocephalus ridibundus,Black-headed Gull,05/07/2005,2005,7,5,1000,Ireland,IE-M-KY,Munster,Kerry,Tarbert Estuary,52.578,-9.3668,Chroicocephalus ridibundus,1
Erithacus rubecula,European Robin,28/06/2005,2005,6,28,1600,Ireland,IE-L-WH,Leinster,Westmeath,Mornington House,53.6225,-7.3297,Erithacus rubecula,0
Regulus regulus,Goldcrest,28/06/2005,2005,6,28,1600,Ireland,IE-L-WH,Leinster,Westmeath,Mornington House,53.6225,-7.3297,Regulus regulus,0
Phasianus colchicus,Ring-necked Pheasant,28/06/2005,2005,6,28,1600,Ireland,IE-L-WH,Leinster,Westmeath,Mornington House,53.6225,-7.3297,Phasianus colchicus,0
Streptopelia decaocto,Eurasian Collared-Dove,28/06/2005,2005,6,28,1600,Ireland,IE-L-WH,Leinster,Westmeath,Mornington House,53.6225,-7.3297,Streptopelia decaocto,0
Corvus monedula,Eurasian Jackdaw,28/06/2005,2005,6,28,1600,Ireland,IE-L-WH,Leinster,Westmeath,Mornington House,53.6225,-7.3297,Corvus monedula,0
Muscicapa striata,Spotted Flycatcher,28/06/2005,2005,6,28,1600,Ireland,IE-L-WH,Leinster,Westmeath,Mornington House,53.6225,-7.3297,Muscicapa striata,0
Troglodytes troglodytes,Eurasian Wren,28/06/2005,2005,6,28,1600,Ireland,IE-L-WH,Leinster,Westmeath,Mornington House,53.6225,-7.3297,Troglodytes troglodytes,0
Troglodytes troglodytes,Eurasian Wren,28/06/2005,2005,6,28,1600,Ireland,IE-L-WH,Leinster,Westmeath,Mornington House,53.6225,-7.3297,Troglodytes troglodytes,0
Muscicapa striata,Spotted Flycatcher,28/06/2005,2005,6,28,1600,Ireland,IE-L-WH,Leinster,Westmeath,Mornington House,53.6225,-7.3297,Muscicapa striata,0
Phasianus colchicus,Ring-necked Pheasant,28/06/2005,2005,6,28,1600,Ireland,IE-L-WH,Leinster,Westmeath,Mornington House,53.6225,-7.3297,Phasianus colchicus,0
Fringilla coelebs,Common Chaffinch,29/06/2005,2005,6,29,700,Ireland,IE-L-WH,Leinster,Westmeath,Mornington House,53.6225,-7.3297,Fringilla coelebs,0
Fringilla coelebs,Common Chaffinch,29/06/2005,2005,6,29,700,Ireland,IE-L-WH,Leinster,Westmeath,Mornington House,53.6225,-7.3297,Fringilla coelebs,0
Columba palumbus,Common Wood-Pigeon,29/06/2005,2005,6,29,700,Ireland,IE-L-WH,Leinster,Westmeath,Mornington House,53.6225,-7.3297,Columba palumbus,0
Corvus frugilegus,Rook,03/07/2005,2005,7,3,1900,Ireland,IE-M-KY,Munster,Kerry,Tralee Bay low tide,52.2806,-9.8723,Corvus frugilegus,0
Corvus monedula,Eurasian Jackdaw,03/07/2005,2005,7,3,1900,Ireland,IE-M-KY,Munster,Kerry,Tralee Bay low tide,52.2806,-9.8723,Corvus monedula,0
Larus marinus,Great Black-backed Gull,03/07/2005,2005,7,3,1900,Ireland,IE-M-KY,Munster,Kerry,Tralee Bay low tide,52.2806,-9.8723,Larus marinus,1
Numenius arquata,Eurasian Curlew,03/07/2005,2005,7,3,1900,Ireland,IE-M-KY,Munster,Kerry,Tralee Bay low tide,52.2806,-9.8723,Numenius arquata,0
Numenius arquata,Eurasian Curlew,03/07/2005,2005,7,3,1900,Ireland,IE-M-KY,Munster,Kerry,Tralee Bay low tide,52.2806,-9.8723,Numenius arquata,0
Haematopus ostralegus,Eurasian Oystercatcher,03/07/2005,2005,7,3,1900,Ireland,IE-M-KY,Munster,Kerry,Tralee Bay low tide,52.2806,-9.8723,Haematopus ostralegus,0
Larus argentatus,Herring Gull,04/07/2005,2005,7,4,1500,Ireland,IE-M-KY,Munster,Kerry,Blasket Visitor Center,52.1328,-10.4624,Larus argentatus,0
Saxicola rubicola,European Stonechat,04/07/2005,2005,7,4,1500,Ireland,IE-M-KY,Munster,Kerry,Blasket Visitor Center,52.1328,-10.4624,Saxicola rubicola,0
Saxicola rubicola,European Stonechat,04/07/2005,2005,7,4,1500,Ireland,IE-M-KY,Munster,Kerry,Blasket Visitor Center,52.1328,-10.4624,Saxicola rubicola,0
Linaria cannabina,Eurasian Linnet,04/07/2005,2005,7,4,1500,Ireland,IE-M-KY,Munster,Kerry,Blasket Visitor Center,52.1328,-10.4624,Linaria cannabina,0
Linaria cannabina,Eurasian Linnet,04/07/2005,2005,7,4,1500,Ireland,IE-M-KY,Munster,Kerry,Blasket Visitor Center,52.1328,-10.4624,Linaria cannabina,0
Larus argentatus argentatus/argenteus,Herring Gull (European),09/12/2015,2015,12,9,1330,Ireland,IE-M-CK,Munster,Cork,Castletownbere Harbour,51.6523,-9.9082,Larus argentatus,0
Larus argentatus argentatus/argenteus,Herring Gull (European),09/12/2015,2015,12,9,1330,Ireland,IE-M-CK,Munster,Cork,Castletownbere Harbour,51.6523,-9.9082,Larus argentatus,0
Cinclus cinclus,White-throated Dipper,13/12/2015,2015,12,13,830,Ireland,IE-L-DN,Leinster,Dublin,Dodder Riverbank Park--East of M50,53.2893,-6.3268,Cinclus cinclus,0
Acanthis cabaret,Lesser Redpoll,13/12/2015,2015,12,13,830,Ireland,IE-L-DN,Leinster,Dublin,Dodder Riverbank Park--East of M50,53.2893,-6.3268,Acanthis cabaret,0
Tachybaptus ruficollis,Little Grebe,13/12/2015,2015,12,13,830,Ireland,IE-L-DN,Leinster,Dublin,Dodder Riverbank Park--East of M50,53.2893,-6.3268,Tachybaptus ruficollis,1
Anas platyrhynchos (Domestic type),Mallard (Domestic type),13/12/2015,2015,12,13,830,Ireland,IE-L-DN,Leinster,Dublin,Dodder Riverbank Park--East of M50,53.2893,-6.3268,Anas platyrhynchos (Domestic type),0
Certhia familiaris,Eurasian Treecreeper,13/12/2015,2015,12,13,1130,Ireland,IE-L-WW,Leinster,Wicklow,Glendalough,53.0064,-6.3446,Certhia familiaris,0
Cepphus grylle,Black Guillemot,09/12/2015,2015,12,9,1545,Ireland,IE-M-CK,Munster,Cork,Bantry Harbour,51.681,-9.4569,Cepphus grylle,0
Cepphus grylle,Black Guillemot,09/12/2015,2015,12,9,1545,Ireland,IE-M-CK,Munster,Cork,Bantry Harbour,51.681,-9.4569,Cepphus grylle,0
Motacilla cinerea,Gray Wagtail,09/12/2015,2015,12,9,1545,Ireland,IE-M-CK,Munster,Cork,Bantry Harbour,51.681,-9.4569,Motacilla cinerea,0
Anser brachyrhynchus,Pink-footed Goose,24/12/2015,2015,12,24,930,Ireland,IE-L-DN,Leinster,Dublin,Rogerstown Estuary--North Hide,53.5037,-6.1699,Anser brachyrhynchus,1
Anser brachyrhynchus,Pink-footed Goose,24/12/2015,2015,12,24,930,Ireland,IE-L-DN,Leinster,Dublin,Rogerstown Estuary--North Hide,53.5037,-6.1699,Anser brachyrhynchus,1
Anser brachyrhynchus,Pink-footed Goose,24/12/2015,2015,12,24,930,Ireland,IE-L-DN,Leinster,Dublin,Rogerstown Estuary--North Hide,53.5037,-6.1699,Anser brachyrhynchus,1
Accipiter nisus,Eurasian Sparrowhawk,24/12/2015,2015,12,24,930,Ireland,IE-L-DN,Leinster,Dublin,Rogerstown Estuary--North Hide,53.5037,-6.1699,Accipiter nisus,0
Accipiter nisus,Eurasian Sparrowhawk,24/12/2015,2015,12,24,930,Ireland,IE-L-DN,Leinster,Dublin,Rogerstown Estuary--North Hide,53.5037,-6.1699,Accipiter nisus,0
Larus delawarensis,Ring-billed Gull,31/12/2015,2015,12,31,845,Ireland,IE-L-LH,Leinster,Louth,Dundalk Bay--Lurgangreen (hide and saltmarsh),53.9518,-6.3795,Larus delawarensis,0
Larus delawarensis,Ring-billed Gull,31/12/2015,2015,12,31,845,Ireland,IE-L-LH,Leinster,Louth,Dundalk Bay--Lurgangreen (hide and saltmarsh),53.9518,-6.3795,Larus delawarensis,0
Anser brachyrhynchus,Pink-footed Goose,31/12/2015,2015,12,31,845,Ireland,IE-L-LH,Leinster,Louth,Dundalk Bay--Lurgangreen (hide and saltmarsh),53.9518,-6.3795,Anser brachyrhynchus,1
Anser brachyrhynchus,Pink-footed Goose,31/12/2015,2015,12,31,845,Ireland,IE-L-LH,Leinster,Louth,Dundalk Bay--Lurgangreen (hide and saltmarsh),53.9518,-6.3795,Anser brachyrhynchus,1
Calidris minutilla,Least Sandpiper,27/09/2011,2011,9,27,0,Ireland,IE-M-KY,Munster,Kerry,Carrahane,52.3235,-9.8317,Calidris minutilla,0
Calidris subruficollis,Buff-breasted Sandpiper,27/09/2011,2011,9,27,0,Ireland,IE-M-KY,Munster,Kerry,Carrahane,52.3235,-9.8317,Calidris subruficollis,0
Pica pica,Eurasian Magpie,08/06/2012,2012,6,8,1800,Ireland,IE-M-CE,Munster,Clare,"Doolin, County Clare",53.0182,-9.3719,Pica pica,1
Motacilla sp.,wagtail sp.,18/01/2016,2016,1,18,900,Ireland,IE-L-DN,Leinster,Dublin,River Dodder (Ringsend to Ballsbridge),53.3416,-6.2286,Motacilla sp.,0
Motacilla sp.,wagtail sp.,18/01/2016,2016,1,18,900,Ireland,IE-L-DN,Leinster,Dublin,River Dodder (Ringsend to Ballsbridge),53.3416,-6.2286,Motacilla sp.,0
Phalacrocorax aristotelis,European Shag,15/06/2014,2014,6,15,1220,Ireland,IE-L-WX,Leinster,Wexford,Great Saltee Island,52.1173,-6.6151,Phalacrocorax aristotelis,0
Haematopus ostralegus,Eurasian Oystercatcher,15/06/2014,2014,6,15,1220,Ireland,IE-L-WX,Leinster,Wexford,Great Saltee Island,52.1173,-6.6151,Haematopus ostralegus,0
Morus bassanus,Northern Gannet,15/06/2014,2014,6,15,1220,Ireland,IE-L-WX,Leinster,Wexford,Great Saltee Island,52.1173,-6.6151,Morus bassanus,0
Morus bassanus,Northern Gannet,15/06/2014,2014,6,15,1220,Ireland,IE-L-WX,Leinster,Wexford,Great Saltee Island,52.1173,-6.6151,Morus bassanus,0
Alca torda,Razorbill,15/06/2014,2014,6,15,1220,Ireland,IE-L-WX,Leinster,Wexford,Great Saltee Island,52.1173,-6.6151,Alca torda,0
Alca torda,Razorbill,15/06/2014,2014,6,15,1220,Ireland,IE-L-WX,Leinster,Wexford,Great Saltee Island,52.1173,-6.6151,Alca torda,0
Larus marinus,Great Black-backed Gull,15/06/2014,2014,6,15,1220,Ireland,IE-L-WX,Leinster,Wexford,Great Saltee Island,52.1173,-6.6151,Larus marinus,1
Larus marinus,Great Black-backed Gull,15/06/2014,2014,6,15,1220,Ireland,IE-L-WX,Leinster,Wexford,Great Saltee Island,52.1173,-6.6151,Larus marinus,1
Fratercula arctica,Atlantic Puffin,15/06/2014,2014,6,15,1220,Ireland,IE-L-WX,Leinster,Wexford,Great Saltee Island,52.1173,-6.6151,Fratercula arctica,0
Fratercula arctica,Atlantic Puffin,15/06/2014,2014,6,15,1220,Ireland,IE-L-WX,Leinster,Wexford,Great Saltee Island,52.1173,-6.6151,Fratercula arctica,0
Uria aalge,Common Murre,15/06/2014,2014,6,15,1220,Ireland,IE-L-WX,Leinster,Wexford,Great Saltee Island,52.1173,-6.6151,Uria aalge,0
Certhia familiaris,Eurasian Treecreeper,26/04/2011,2011,4,26,0,Ireland,IE-M-CE,Munster,Clare,Ballynalackan,53.0486,-9.3382,Certhia familiaris,0
Cyanistes caeruleus,Eurasian Blue Tit,28/04/2011,2011,4,28,0,Ireland,IE-M-KY,Munster,Kerry,Pax House,52.1339,-10.2573,Cyanistes caeruleus,0
Alauda arvensis,Eurasian Skylark,27/04/2011,2011,4,27,800,Ireland,IE-M-CE,Munster,Clare,Ballynalackan,53.0486,-9.3382,Alauda arvensis,0
Tadorna tadorna,Common Shelduck,09/06/2010,2010,6,9,0,Ireland,IE-C-GY,Connaught,Galway,Inishmore (Inis Mór),53.1291,-9.7507,Tadorna tadorna,1
Ardea cinerea,Gray Heron,09/06/2010,2010,6,9,0,Ireland,IE-C-GY,Connaught,Galway,Inishmore (Inis Mór),53.1291,-9.7507,Ardea cinerea,1
Corvus cornix,Hooded Crow,09/06/2010,2010,6,9,0,Ireland,IE-C-GY,Connaught,Galway,Inishmore (Inis Mór),53.1291,-9.7507,Corvus cornix,0
Cygnus cygnus,Whooper Swan,09/06/2010,2010,6,9,0,Ireland,IE-C-GY,Connaught,Galway,Inishmore (Inis Mór),53.1291,-9.7507,Cygnus cygnus,1
Uria aalge,Common Murre,05/05/2013,2013,5,5,1130,Ireland,IE-L-WX,Leinster,Wexford,Great Saltee Island,52.1173,-6.6151,Uria aalge,0
Pica pica,Eurasian Magpie,12/06/2010,2010,6,12,0,Ireland,IE-M-KY,Munster,Kerry,Killarney NP,51.9847,-9.5646,Pica pica,1
Pica pica,Eurasian Magpie,12/06/2010,2010,6,12,0,Ireland,IE-M-KY,Munster,Kerry,Killarney NP,51.9847,-9.5646,Pica pica,1
Motacilla alba,White Wagtail,12/06/2010,2010,6,12,0,Ireland,IE-M-KY,Munster,Kerry,Killarney NP,51.9847,-9.5646,Motacilla alba,0
Motacilla alba,White Wagtail,12/06/2010,2010,6,12,0,Ireland,IE-M-KY,Munster,Kerry,Killarney NP,51.9847,-9.5646,Motacilla alba,0
Fringilla coelebs,Common Chaffinch,10/07/2013,2013,7,10,0,Ireland,IE-U-DL,Ulster,Donegal,Glenveagh NP,55.018,-8.002,Fringilla coelebs,0
Fringilla coelebs,Common Chaffinch,10/07/2013,2013,7,10,0,Ireland,IE-U-DL,Ulster,Donegal,Glenveagh NP,55.018,-8.002,Fringilla coelebs,0
Erithacus rubecula,European Robin,10/07/2013,2013,7,10,0,Ireland,IE-U-DL,Ulster,Donegal,Glenveagh NP,55.018,-8.002,Erithacus rubecula,0
Erithacus rubecula,European Robin,10/07/2013,2013,7,10,0,Ireland,IE-U-DL,Ulster,Donegal,Glenveagh NP,55.018,-8.002,Erithacus rubecula,0
Motacilla cinerea,Gray Wagtail,16/07/2013,2013,7,16,0,Ireland,IE-M-KY,Munster,Kerry,Killarney NP,51.9847,-9.5646,Motacilla cinerea,0
Motacilla cinerea,Gray Wagtail,16/07/2013,2013,7,16,0,Ireland,IE-M-KY,Munster,Kerry,Killarney NP,51.9847,-9.5646,Motacilla cinerea,0
Alca torda,Razorbill,19/07/2013,2013,7,19,0,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Alca torda,0
Fratercula arctica,Atlantic Puffin,19/07/2013,2013,7,19,0,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Fratercula arctica,0
Fratercula arctica,Atlantic Puffin,19/07/2013,2013,7,19,0,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Fratercula arctica,0
Uria aalge,Common Murre,19/07/2013,2013,7,19,0,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Uria aalge,0
Chroicocephalus ridibundus,Black-headed Gull,17/02/2016,2016,2,17,1601,Ireland,IE-L-DN,Leinster,Dublin,North Bull Island NR--general area,53.3694,-6.1482,Chroicocephalus ridibundus,1
Corvus cornix,Hooded Crow,17/02/2016,2016,2,17,1601,Ireland,IE-L-DN,Leinster,Dublin,North Bull Island NR--general area,53.3694,-6.1482,Corvus cornix,0
Motacilla alba,White Wagtail,17/02/2016,2016,2,17,1601,Ireland,IE-L-DN,Leinster,Dublin,North Bull Island NR--general area,53.3694,-6.1482,Motacilla alba,0
Podiceps cristatus,Great Crested Grebe,17/02/2016,2016,2,17,1601,Ireland,IE-L-DN,Leinster,Dublin,North Bull Island NR--general area,53.3694,-6.1482,Podiceps cristatus,1
Arenaria interpres,Ruddy Turnstone,17/02/2016,2016,2,17,1601,Ireland,IE-L-DN,Leinster,Dublin,North Bull Island NR--general area,53.3694,-6.1482,Arenaria interpres,0
Larus canus,Mew Gull,17/02/2016,2016,2,17,1601,Ireland,IE-L-DN,Leinster,Dublin,North Bull Island NR--general area,53.3694,-6.1482,Larus canus,1
Haematopus ostralegus,Eurasian Oystercatcher,17/02/2016,2016,2,17,1601,Ireland,IE-L-DN,Leinster,Dublin,North Bull Island NR--general area,53.3694,-6.1482,Haematopus ostralegus,0
Haematopus ostralegus,Eurasian Oystercatcher,17/02/2016,2016,2,17,1601,Ireland,IE-L-DN,Leinster,Dublin,North Bull Island NR--general area,53.3694,-6.1482,Haematopus ostralegus,0
Calidris alba,Sanderling,17/02/2016,2016,2,17,1601,Ireland,IE-L-DN,Leinster,Dublin,North Bull Island NR--general area,53.3694,-6.1482,Calidris alba,0
Tringa totanus,Common Redshank,17/02/2016,2016,2,17,1601,Ireland,IE-L-DN,Leinster,Dublin,North Bull Island NR--general area,53.3694,-6.1482,Tringa totanus,0
Limosa limosa,Black-tailed Godwit,17/02/2016,2016,2,17,1601,Ireland,IE-L-DN,Leinster,Dublin,North Bull Island NR--general area,53.3694,-6.1482,Limosa limosa,0
Motacilla alba,White Wagtail,18/02/2016,2016,2,18,854,Ireland,IE-L-DN,Leinster,Dublin,Dun Laoghaire Harbour--East Pier,53.2947,-6.1275,Motacilla alba,0
Cepphus grylle,Black Guillemot,18/02/2016,2016,2,18,854,Ireland,IE-L-DN,Leinster,Dublin,Dun Laoghaire Harbour--East Pier,53.2947,-6.1275,Cepphus grylle,0
Cepphus grylle,Black Guillemot,18/02/2016,2016,2,18,854,Ireland,IE-L-DN,Leinster,Dublin,Dun Laoghaire Harbour--East Pier,53.2947,-6.1275,Cepphus grylle,0
Cepphus grylle,Black Guillemot,18/02/2016,2016,2,18,854,Ireland,IE-L-DN,Leinster,Dublin,Dun Laoghaire Harbour--East Pier,53.2947,-6.1275,Cepphus grylle,0
Cepphus grylle,Black Guillemot,18/02/2016,2016,2,18,854,Ireland,IE-L-DN,Leinster,Dublin,Dun Laoghaire Harbour--East Pier,53.2947,-6.1275,Cepphus grylle,0
Phoenicurus ochruros,Black Redstart,18/02/2016,2016,2,18,854,Ireland,IE-L-DN,Leinster,Dublin,Dun Laoghaire Harbour--East Pier,53.2947,-6.1275,Phoenicurus ochruros,0
Phoenicurus ochruros,Black Redstart,18/02/2016,2016,2,18,854,Ireland,IE-L-DN,Leinster,Dublin,Dun Laoghaire Harbour--East Pier,53.2947,-6.1275,Phoenicurus ochruros,0
Phoenicurus ochruros,Black Redstart,18/02/2016,2016,2,18,854,Ireland,IE-L-DN,Leinster,Dublin,Dun Laoghaire Harbour--East Pier,53.2947,-6.1275,Phoenicurus ochruros,0
Chroicocephalus ridibundus,Black-headed Gull,18/02/2016,2016,2,18,854,Ireland,IE-L-DN,Leinster,Dublin,Dun Laoghaire Harbour--East Pier,53.2947,-6.1275,Chroicocephalus ridibundus,1
Anthus pratensis,Meadow Pipit,18/02/2016,2016,2,18,854,Ireland,IE-L-DN,Leinster,Dublin,Dun Laoghaire Harbour--East Pier,53.2947,-6.1275,Anthus pratensis,0
Chroicocephalus ridibundus,Black-headed Gull,18/02/2016,2016,2,18,854,Ireland,IE-L-DN,Leinster,Dublin,Dun Laoghaire Harbour--East Pier,53.2947,-6.1275,Chroicocephalus ridibundus,1
Arenaria interpres,Ruddy Turnstone,18/02/2016,2016,2,18,854,Ireland,IE-L-DN,Leinster,Dublin,Dun Laoghaire Harbour--East Pier,53.2947,-6.1275,Arenaria interpres,0
Linaria cannabina,Eurasian Linnet,18/02/2016,2016,2,18,854,Ireland,IE-L-DN,Leinster,Dublin,Dun Laoghaire Harbour--East Pier,53.2947,-6.1275,Linaria cannabina,0
Linaria cannabina,Eurasian Linnet,18/02/2016,2016,2,18,854,Ireland,IE-L-DN,Leinster,Dublin,Dun Laoghaire Harbour--East Pier,53.2947,-6.1275,Linaria cannabina,0
Ichthyaetus melanocephalus,Mediterranean Gull,18/02/2016,2016,2,18,854,Ireland,IE-L-DN,Leinster,Dublin,Dun Laoghaire Harbour--East Pier,53.2947,-6.1275,Ichthyaetus melanocephalus,0
Ichthyaetus melanocephalus,Mediterranean Gull,18/02/2016,2016,2,18,854,Ireland,IE-L-DN,Leinster,Dublin,Dun Laoghaire Harbour--East Pier,53.2947,-6.1275,Ichthyaetus melanocephalus,0
Ichthyaetus melanocephalus,Mediterranean Gull,18/02/2016,2016,2,18,854,Ireland,IE-L-DN,Leinster,Dublin,Dun Laoghaire Harbour--East Pier,53.2947,-6.1275,Ichthyaetus melanocephalus,0
Ichthyaetus melanocephalus,Mediterranean Gull,18/02/2016,2016,2,18,854,Ireland,IE-L-DN,Leinster,Dublin,Dun Laoghaire Harbour--East Pier,53.2947,-6.1275,Ichthyaetus melanocephalus,0
Erithacus rubecula,European Robin,18/02/2016,2016,2,18,854,Ireland,IE-L-DN,Leinster,Dublin,Dun Laoghaire Harbour--East Pier,53.2947,-6.1275,Erithacus rubecula,0
Erithacus rubecula,European Robin,18/02/2016,2016,2,18,854,Ireland,IE-L-DN,Leinster,Dublin,Dun Laoghaire Harbour--East Pier,53.2947,-6.1275,Erithacus rubecula,0
Gavia immer,Common Loon,18/02/2016,2016,2,18,854,Ireland,IE-L-DN,Leinster,Dublin,Dun Laoghaire Harbour--East Pier,53.2947,-6.1275,Gavia immer,0
Gavia immer,Common Loon,18/02/2016,2016,2,18,854,Ireland,IE-L-DN,Leinster,Dublin,Dun Laoghaire Harbour--East Pier,53.2947,-6.1275,Gavia immer,0
Phalacrocorax aristotelis,European Shag,18/02/2016,2016,2,18,854,Ireland,IE-L-DN,Leinster,Dublin,Dun Laoghaire Harbour--East Pier,53.2947,-6.1275,Phalacrocorax aristotelis,0
Calidris maritima,Purple Sandpiper,18/02/2016,2016,2,18,854,Ireland,IE-L-DN,Leinster,Dublin,Dun Laoghaire Harbour--East Pier,53.2947,-6.1275,Calidris maritima,0
Calidris maritima,Purple Sandpiper,18/02/2016,2016,2,18,854,Ireland,IE-L-DN,Leinster,Dublin,Dun Laoghaire Harbour--East Pier,53.2947,-6.1275,Calidris maritima,0
Plectrophenax nivalis,Snow Bunting,18/02/2016,2016,2,18,854,Ireland,IE-L-DN,Leinster,Dublin,Dun Laoghaire Harbour--East Pier,53.2947,-6.1275,Plectrophenax nivalis,0
Charadrius hiaticula,Common Ringed Plover,18/02/2016,2016,2,18,854,Ireland,IE-L-DN,Leinster,Dublin,Dun Laoghaire Harbour--East Pier,53.2947,-6.1275,Charadrius hiaticula,0
Plectrophenax nivalis,Snow Bunting,18/02/2016,2016,2,18,854,Ireland,IE-L-DN,Leinster,Dublin,Dun Laoghaire Harbour--East Pier,53.2947,-6.1275,Plectrophenax nivalis,0
Larus argentatus,Herring Gull,18/02/2016,2016,2,18,854,Ireland,IE-L-DN,Leinster,Dublin,Dun Laoghaire Harbour--East Pier,53.2947,-6.1275,Larus argentatus,0
Parus major,Great Tit,18/02/2016,2016,2,18,1235,Ireland,IE-L-WW,Leinster,Wicklow,Glendalough,53.0064,-6.3446,Parus major,0
Aegithalos caudatus,Long-tailed Tit,18/02/2016,2016,2,18,1235,Ireland,IE-L-WW,Leinster,Wicklow,Glendalough,53.0064,-6.3446,Aegithalos caudatus,0
Aegithalos caudatus,Long-tailed Tit,18/02/2016,2016,2,18,1235,Ireland,IE-L-WW,Leinster,Wicklow,Glendalough,53.0064,-6.3446,Aegithalos caudatus,0
Erithacus rubecula,European Robin,18/02/2016,2016,2,18,1235,Ireland,IE-L-WW,Leinster,Wicklow,Glendalough,53.0064,-6.3446,Erithacus rubecula,0
