Scientific_Name,Common_Name,Date,Year,Month,Day,Time,Country,Country_State_County,State,County,Locality,Latitude,Longitude,Parent_Species,target_H5_HPAI
Pluvialis dominica,American Golden-Plover,18/09/2012,2012,9,18,0,Ireland,IE-C-GY,Connaught,Galway,Truska,53.4432,-10.1284,Pluvialis dominica,0
Pluvialis dominica,American Golden-Plover,18/09/2012,2012,9,18,0,Ireland,IE-C-GY,Connaught,Galway,Truska,53.4432,-10.1284,Pluvialis dominica,0
Pluvialis dominica,American Golden-Plover,18/09/2012,2012,9,18,0,Ireland,IE-C-GY,Connaught,Galway,Truska,53.4432,-10.1284,Pluvialis dominica,0
Pluvialis dominica,American Golden-Plover,18/09/2012,2012,9,18,0,Ireland,IE-C-GY,Connaught,Galway,Truska,53.4432,-10.1284,Pluvialis dominica,0
Pluvialis dominica,American Golden-Plover,18/09/2012,2012,9,18,0,Ireland,IE-C-GY,Connaught,Galway,Truska,53.4432,-10.1284,Pluvialis dominica,0
Pluvialis squatarola,Black-bellied Plover,18/09/2012,2012,9,18,0,Ireland,IE-C-GY,Connaught,Galway,Truska,53.4432,-10.1284,Pluvialis squatarola,0
Pluvialis squatarola,Black-bellied Plover,18/09/2012,2012,9,18,0,Ireland,IE-C-GY,Connaught,Galway,Truska,53.4432,-10.1284,Pluvialis squatarola,0
Pluvialis squatarola,Black-bellied Plover,18/09/2012,2012,9,18,0,Ireland,IE-C-GY,Connaught,Galway,Truska,53.4432,-10.1284,Pluvialis squatarola,0
Pluvialis dominica,American Golden-Plover,24/09/2012,2012,9,24,0,Ireland,IE-C-GY,Connaught,Galway,Aillebrack,53.4165,-10.1321,Pluvialis dominica,0
Pluvialis dominica,American Golden-Plover,24/09/2012,2012,9,24,0,Ireland,IE-C-GY,Connaught,Galway,Aillebrack,53.4165,-10.1321,Pluvialis dominica,0
Calidris canutus,Red Knot,22/09/2012,2012,9,22,0,Ireland,IE-C-GY,Connaught,Galway,Muckrush,53.3569,-9.0697,Calidris canutus,0
Calidris pugnax,Ruff,22/09/2012,2012,9,22,0,Ireland,IE-C-GY,Connaught,Galway,Muckrush,53.3569,-9.0697,Calidris pugnax,0
Calidris pugnax,Ruff,22/09/2012,2012,9,22,0,Ireland,IE-C-GY,Connaught,Galway,Muckrush,53.3569,-9.0697,Calidris pugnax,0
Calidris pugnax,Ruff,22/09/2012,2012,9,22,0,Ireland,IE-C-GY,Connaught,Galway,Muckrush,53.3569,-9.0697,Calidris pugnax,0
Tringa nebularia,Common Greenshank,22/09/2012,2012,9,22,0,Ireland,IE-C-GY,Connaught,Galway,Muckrush,53.3569,-9.0697,Tringa nebularia,0
Tringa nebularia,Common Greenshank,22/09/2012,2012,9,22,0,Ireland,IE-C-GY,Connaught,Galway,Muckrush,53.3569,-9.0697,Tringa nebularia,0
Saxicola rubetra,Whinchat,29/09/2012,2012,9,29,0,Ireland,IE-C-GY,Connaught,Galway,Keerhaun South,53.4295,-10.1302,Saxicola rubetra,0
Saxicola rubetra,Whinchat,29/09/2012,2012,9,29,0,Ireland,IE-C-GY,Connaught,Galway,Keerhaun South,53.4295,-10.1302,Saxicola rubetra,0
Ficedula hypoleuca,European Pied Flycatcher,27/09/2012,2012,9,27,0,Ireland,IE-C-GY,Connaught,Galway,Inishbofin Island,53.6212,-10.2044,Ficedula hypoleuca,0
Tyrannus tyrannus,Eastern Kingbird,05/10/2012,2012,10,5,0,Ireland,IE-C-GY,Connaught,Galway,Kilmurvey,53.1314,-9.7551,Tyrannus tyrannus,0
Tyrannus tyrannus,Eastern Kingbird,05/10/2012,2012,10,5,0,Ireland,IE-C-GY,Connaught,Galway,Kilmurvey,53.1314,-9.7551,Tyrannus tyrannus,0
Tyrannus tyrannus,Eastern Kingbird,05/10/2012,2012,10,5,0,Ireland,IE-C-GY,Connaught,Galway,Kilmurvey,53.1314,-9.7551,Tyrannus tyrannus,0
Tyrannus tyrannus,Eastern Kingbird,05/10/2012,2012,10,5,0,Ireland,IE-C-GY,Connaught,Galway,Kilmurvey,53.1314,-9.7551,Tyrannus tyrannus,0
Tyrannus tyrannus,Eastern Kingbird,05/10/2012,2012,10,5,0,Ireland,IE-C-GY,Connaught,Galway,Kilmurvey,53.1314,-9.7551,Tyrannus tyrannus,0
Tyrannus tyrannus,Eastern Kingbird,05/10/2012,2012,10,5,0,Ireland,IE-C-GY,Connaught,Galway,Kilmurvey,53.1314,-9.7551,Tyrannus tyrannus,0
Lanius senator senator,Woodchat Shrike (Western),10/10/2012,2012,10,10,0,Ireland,IE-C-GY,Connaught,Galway,Kilmurvey,53.1314,-9.7551,Lanius senator,0
Lanius senator senator,Woodchat Shrike (Western),10/10/2012,2012,10,10,0,Ireland,IE-C-GY,Connaught,Galway,Kilmurvey,53.1314,-9.7551,Lanius senator,0
Lanius senator senator,Woodchat Shrike (Western),10/10/2012,2012,10,10,0,Ireland,IE-C-GY,Connaught,Galway,Kilmurvey,53.1314,-9.7551,Lanius senator,0
Lanius senator senator,Woodchat Shrike (Western),10/10/2012,2012,10,10,0,Ireland,IE-C-GY,Connaught,Galway,Kilmurvey,53.1314,-9.7551,Lanius senator,0
Phylloscopus fuscatus,Dusky Warbler,20/10/2012,2012,10,20,0,Ireland,IE-C-GY,Connaught,Galway,Eoghanacht,53.1451,-9.7784,Phylloscopus fuscatus,0
Phylloscopus fuscatus,Dusky Warbler,20/10/2012,2012,10,20,0,Ireland,IE-C-GY,Connaught,Galway,Eoghanacht,53.1451,-9.7784,Phylloscopus fuscatus,0
Phylloscopus fuscatus,Dusky Warbler,20/10/2012,2012,10,20,0,Ireland,IE-C-GY,Connaught,Galway,Eoghanacht,53.1451,-9.7784,Phylloscopus fuscatus,0
Phylloscopus fuscatus,Dusky Warbler,20/10/2012,2012,10,20,0,Ireland,IE-C-GY,Connaught,Galway,Eoghanacht,53.1451,-9.7784,Phylloscopus fuscatus,0
Turdus torquatus torquatus,Ring Ouzel (Northern),20/10/2012,2012,10,20,0,Ireland,IE-C-GY,Connaught,Galway,Kilmurvey,53.1314,-9.7551,Turdus torquatus,0
Turdus torquatus torquatus,Ring Ouzel (Northern),20/10/2012,2012,10,20,0,Ireland,IE-C-GY,Connaught,Galway,Kilmurvey,53.1314,-9.7551,Turdus torquatus,0
Turdus torquatus torquatus,Ring Ouzel (Northern),20/10/2012,2012,10,20,0,Ireland,IE-C-GY,Connaught,Galway,Kilmurvey,53.1314,-9.7551,Turdus torquatus,0
Anthus hodgsoni,Olive-backed Pipit,24/10/2012,2012,10,24,0,Ireland,IE-C-GY,Connaught,Galway,Kilmurvey,53.1314,-9.7551,Anthus hodgsoni,0
Anthus hodgsoni,Olive-backed Pipit,24/10/2012,2012,10,24,0,Ireland,IE-C-GY,Connaught,Galway,Kilmurvey,53.1314,-9.7551,Anthus hodgsoni,0
Anthus hodgsoni,Olive-backed Pipit,24/10/2012,2012,10,24,0,Ireland,IE-C-GY,Connaught,Galway,Kilmurvey,53.1314,-9.7551,Anthus hodgsoni,0
Anthus hodgsoni,Olive-backed Pipit,24/10/2012,2012,10,24,0,Ireland,IE-C-GY,Connaught,Galway,Kilmurvey,53.1314,-9.7551,Anthus hodgsoni,0
Fulica americana,American Coot,28/11/2012,2012,11,28,0,Ireland,IE-C-GY,Connaught,Galway,Murlach,53.4248,-10.0765,Fulica americana,0
Fulica americana,American Coot,28/11/2012,2012,11,28,0,Ireland,IE-C-GY,Connaught,Galway,Murlach,53.4248,-10.0765,Fulica americana,0
Fulica americana,American Coot,28/11/2012,2012,11,28,0,Ireland,IE-C-GY,Connaught,Galway,Murlach,53.4248,-10.0765,Fulica americana,0
Fulica americana,American Coot,28/11/2012,2012,11,28,0,Ireland,IE-C-GY,Connaught,Galway,Murlach,53.4248,-10.0765,Fulica americana,0
Fulica americana,American Coot,28/11/2012,2012,11,28,0,Ireland,IE-C-GY,Connaught,Galway,Murlach,53.4248,-10.0765,Fulica americana,0
Erithacus rubecula,European Robin,23/07/2019,2019,7,23,1200,Ireland,IE-M-CE,Munster,Clare,Fanore,53.1018,-9.2974,Erithacus rubecula,0
Erithacus rubecula,European Robin,23/07/2019,2019,7,23,1200,Ireland,IE-M-CE,Munster,Clare,Fanore,53.1018,-9.2974,Erithacus rubecula,0
Phylloscopus collybita tristis,Common Chiffchaff (Siberian),23/12/2012,2012,12,23,0,Ireland,IE-C-GY,Connaught,Galway,Inishbofin Island,53.6212,-10.2044,Phylloscopus collybita,0
Phylloscopus collybita tristis,Common Chiffchaff (Siberian),23/12/2012,2012,12,23,0,Ireland,IE-C-GY,Connaught,Galway,Inishbofin Island,53.6212,-10.2044,Phylloscopus collybita,0
Phylloscopus collybita tristis,Common Chiffchaff (Siberian),23/12/2012,2012,12,23,0,Ireland,IE-C-GY,Connaught,Galway,Inishbofin Island,53.6212,-10.2044,Phylloscopus collybita,0
Phylloscopus collybita tristis,Common Chiffchaff (Siberian),23/12/2012,2012,12,23,0,Ireland,IE-C-GY,Connaught,Galway,Inishbofin Island,53.6212,-10.2044,Phylloscopus collybita,0
Phylloscopus collybita tristis,Common Chiffchaff (Siberian),23/12/2012,2012,12,23,0,Ireland,IE-C-GY,Connaught,Galway,Inishbofin Island,53.6212,-10.2044,Phylloscopus collybita,0
Phylloscopus collybita tristis,Common Chiffchaff (Siberian),23/12/2012,2012,12,23,0,Ireland,IE-C-GY,Connaught,Galway,Inishbofin Island,53.6212,-10.2044,Phylloscopus collybita,0
Sterna forsteri,Forster's Tern,08/12/2012,2012,12,8,0,Ireland,IE-C-GY,Connaught,Galway,Nimmos Pier,53.2673,-9.0528,Sterna forsteri,0
Asio flammeus,Short-eared Owl,05/02/2012,2012,2,5,0,Ireland,IE-C-GY,Connaught,Galway,Baranny,53.3569,-9.0488,Asio flammeus,0
Asio flammeus,Short-eared Owl,05/02/2012,2012,2,5,0,Ireland,IE-C-GY,Connaught,Galway,Baranny,53.3569,-9.0488,Asio flammeus,0
Branta leucopsis,Barnacle Goose,12/01/2013,2013,1,12,0,Ireland,IE-C-SO,Connaught,Sligo,Ballintemple,54.3448,-8.6444,Branta leucopsis,0
Branta leucopsis,Barnacle Goose,12/01/2013,2013,1,12,0,Ireland,IE-C-SO,Connaught,Sligo,Ballintemple,54.3448,-8.6444,Branta leucopsis,0
Branta leucopsis,Barnacle Goose,12/01/2013,2013,1,12,0,Ireland,IE-C-SO,Connaught,Sligo,Ballintemple,54.3448,-8.6444,Branta leucopsis,0
Larus glaucoides glaucoides,Iceland Gull (glaucoides),12/01/2013,2013,1,12,0,Ireland,IE-U-DL,Ulster,Donegal,Killybegs Harbour,54.633,-8.4439,Larus glaucoides,0
Larus glaucoides glaucoides,Iceland Gull (glaucoides),12/01/2013,2013,1,12,0,Ireland,IE-U-DL,Ulster,Donegal,Killybegs Harbour,54.633,-8.4439,Larus glaucoides,0
Larus hyperboreus,Glaucous Gull,12/01/2013,2013,1,12,0,Ireland,IE-U-DL,Ulster,Donegal,Killybegs Harbour,54.633,-8.4439,Larus hyperboreus,0
Botaurus stellaris,Great Bittern,13/01/2013,2013,1,13,0,Ireland,IE-U-DL,Ulster,Donegal,Inch Lake,55.0491,-7.4566,Botaurus stellaris,0
Botaurus stellaris,Great Bittern,13/01/2013,2013,1,13,0,Ireland,IE-U-DL,Ulster,Donegal,Inch Lake,55.0491,-7.4566,Botaurus stellaris,0
Botaurus stellaris,Great Bittern,13/01/2013,2013,1,13,0,Ireland,IE-U-DL,Ulster,Donegal,Inch Lake,55.0491,-7.4566,Botaurus stellaris,0
Botaurus stellaris,Great Bittern,13/01/2013,2013,1,13,0,Ireland,IE-U-DL,Ulster,Donegal,Inch Lake,55.0491,-7.4566,Botaurus stellaris,0
Mergellus albellus,Smew,13/01/2013,2013,1,13,0,Ireland,IE-U-DL,Ulster,Donegal,Inch Lake,55.0491,-7.4566,Mergellus albellus,0
Mergellus albellus,Smew,13/01/2013,2013,1,13,0,Ireland,IE-U-DL,Ulster,Donegal,Inch Lake,55.0491,-7.4566,Mergellus albellus,0
Mergellus albellus,Smew,13/01/2013,2013,1,13,0,Ireland,IE-U-DL,Ulster,Donegal,Inch Lake,55.0491,-7.4566,Mergellus albellus,0
Larus glaucoides kumlieni,Iceland Gull (kumlieni),30/01/2013,2013,1,30,0,Ireland,IE-C-GY,Connaught,Galway,Rossaveel (Ros an Mhíl) Harbour,53.2667,-9.559,Larus glaucoides,0
Larus glaucoides kumlieni,Iceland Gull (kumlieni),30/01/2013,2013,1,30,0,Ireland,IE-C-GY,Connaught,Galway,Rossaveel (Ros an Mhíl) Harbour,53.2667,-9.559,Larus glaucoides,0
Larus glaucoides kumlieni,Iceland Gull (kumlieni),30/01/2013,2013,1,30,0,Ireland,IE-C-GY,Connaught,Galway,Rossaveel (Ros an Mhíl) Harbour,53.2667,-9.559,Larus glaucoides,0
Larus glaucoides glaucoides,Iceland Gull (glaucoides),03/02/2013,2013,2,3,0,Ireland,IE-M-WD,Munster,Waterford,Dunmore East Harbour,52.1488,-6.9909,Larus glaucoides,0
Larus glaucoides glaucoides,Iceland Gull (glaucoides),03/02/2013,2013,2,3,0,Ireland,IE-M-WD,Munster,Waterford,Dunmore East Harbour,52.1488,-6.9909,Larus glaucoides,0
Larus glaucoides glaucoides,Iceland Gull (glaucoides),03/02/2013,2013,2,3,0,Ireland,IE-M-WD,Munster,Waterford,Dunmore East Harbour,52.1488,-6.9909,Larus glaucoides,0
Larus glaucoides glaucoides,Iceland Gull (glaucoides),03/02/2013,2013,2,3,0,Ireland,IE-M-WD,Munster,Waterford,Dunmore East Harbour,52.1488,-6.9909,Larus glaucoides,0
Larus hyperboreus,Glaucous Gull,03/02/2013,2013,2,3,0,Ireland,IE-M-WD,Munster,Waterford,Dunmore East Harbour,52.1488,-6.9909,Larus hyperboreus,0
Larus hyperboreus,Glaucous Gull,03/02/2013,2013,2,3,0,Ireland,IE-M-WD,Munster,Waterford,Dunmore East Harbour,52.1488,-6.9909,Larus hyperboreus,0
Larus hyperboreus,Glaucous Gull,03/02/2013,2013,2,3,0,Ireland,IE-M-WD,Munster,Waterford,Dunmore East Harbour,52.1488,-6.9909,Larus hyperboreus,0
Larus hyperboreus,Glaucous Gull,03/02/2013,2013,2,3,0,Ireland,IE-M-WD,Munster,Waterford,Dunmore East Harbour,52.1488,-6.9909,Larus hyperboreus,0
Larus hyperboreus,Glaucous Gull,03/02/2013,2013,2,3,0,Ireland,IE-M-WD,Munster,Waterford,Dunmore East Harbour,52.1488,-6.9909,Larus hyperboreus,0
Larus hyperboreus,Glaucous Gull,03/02/2013,2013,2,3,0,Ireland,IE-M-WD,Munster,Waterford,Dunmore East Harbour,52.1488,-6.9909,Larus hyperboreus,0
Alca torda,Razorbill,03/02/2013,2013,2,3,0,Ireland,IE-M-WD,Munster,Waterford,Dunmore East Harbour,52.1488,-6.9909,Alca torda,0
Rissa tridactyla,Black-legged Kittiwake,03/02/2013,2013,2,3,0,Ireland,IE-M-WD,Munster,Waterford,Dunmore East Harbour,52.1488,-6.9909,Rissa tridactyla,0
Rissa tridactyla,Black-legged Kittiwake,03/02/2013,2013,2,3,0,Ireland,IE-M-WD,Munster,Waterford,Dunmore East Harbour,52.1488,-6.9909,Rissa tridactyla,0
Aythya ferina x fuligula,Common Pochard x Tufted Duck (hybrid),09/02/2013,2013,2,9,0,Ireland,IE-M-CE,Munster,Clare,Lough Murree,53.1531,-9.1146,Aythya ferina x fuligula,0
Aythya ferina x fuligula,Common Pochard x Tufted Duck (hybrid),09/02/2013,2013,2,9,0,Ireland,IE-M-CE,Munster,Clare,Lough Murree,53.1531,-9.1146,Aythya ferina x fuligula,0
Aythya ferina x fuligula,Common Pochard x Tufted Duck (hybrid),09/02/2013,2013,2,9,0,Ireland,IE-M-CE,Munster,Clare,Lough Murree,53.1531,-9.1146,Aythya ferina x fuligula,0
Aythya ferina x fuligula,Common Pochard x Tufted Duck (hybrid),09/02/2013,2013,2,9,0,Ireland,IE-M-CE,Munster,Clare,Lough Murree,53.1531,-9.1146,Aythya ferina x fuligula,0
Anas rubripes,American Black Duck,10/02/2013,2013,2,10,0,Ireland,IE-C-MO,Connaught,Mayo,Achill Island--Lough Sruhill,54.0099,-9.9499,Anas rubripes,0
Anas rubripes,American Black Duck,10/02/2013,2013,2,10,0,Ireland,IE-C-MO,Connaught,Mayo,Achill Island--Lough Sruhill,54.0099,-9.9499,Anas rubripes,0
Saxicola rubicola,European Stonechat,23/07/2019,2019,7,23,1200,Ireland,IE-M-CE,Munster,Clare,Fanore,53.1018,-9.2974,Saxicola rubicola,0
Troglodytes troglodytes,Eurasian Wren,23/07/2019,2019,7,23,1200,Ireland,IE-M-CE,Munster,Clare,Fanore,53.1018,-9.2974,Troglodytes troglodytes,0
Numenius arquata,Eurasian Curlew,24/07/2019,2019,7,24,1500,Ireland,IE-M-CE,Munster,Clare,Ballyvaughan Harbour,53.1192,-9.1532,Numenius arquata,0
Motacilla citreola,Citrine Wagtail,13/09/2009,2009,9,13,0,Ireland,IE-C-MO,Connaught,Mayo,Corragaun Lough,53.6616,-9.8924,Motacilla citreola,0
Motacilla citreola,Citrine Wagtail,13/09/2009,2009,9,13,0,Ireland,IE-C-MO,Connaught,Mayo,Corragaun Lough,53.6616,-9.8924,Motacilla citreola,0
Motacilla citreola,Citrine Wagtail,13/09/2009,2009,9,13,0,Ireland,IE-C-MO,Connaught,Mayo,Corragaun Lough,53.6616,-9.8924,Motacilla citreola,0
Motacilla citreola,Citrine Wagtail,13/09/2009,2009,9,13,0,Ireland,IE-C-MO,Connaught,Mayo,Corragaun Lough,53.6616,-9.8924,Motacilla citreola,0
Motacilla citreola,Citrine Wagtail,13/09/2009,2009,9,13,0,Ireland,IE-C-MO,Connaught,Mayo,Corragaun Lough,53.6616,-9.8924,Motacilla citreola,0
Motacilla citreola,Citrine Wagtail,13/09/2009,2009,9,13,0,Ireland,IE-C-MO,Connaught,Mayo,Corragaun Lough,53.6616,-9.8924,Motacilla citreola,0
Motacilla citreola,Citrine Wagtail,13/09/2009,2009,9,13,0,Ireland,IE-C-MO,Connaught,Mayo,Corragaun Lough,53.6616,-9.8924,Motacilla citreola,0
Calidris minuta,Little Stint,13/09/2009,2009,9,13,0,Ireland,IE-C-MO,Connaught,Mayo,Roonah Lough,53.7236,-9.8912,Calidris minuta,0
Calidris minuta,Little Stint,13/09/2009,2009,9,13,0,Ireland,IE-C-MO,Connaught,Mayo,Roonah Lough,53.7236,-9.8912,Calidris minuta,0
Calidris minuta,Little Stint,13/09/2009,2009,9,13,0,Ireland,IE-C-MO,Connaught,Mayo,Roonah Lough,53.7236,-9.8912,Calidris minuta,0
Pluvialis dominica,American Golden-Plover,26/10/2009,2009,10,26,0,Ireland,IE-M-CK,Munster,Cork,Clonakilty Estuary,51.6181,-8.8777,Pluvialis dominica,0
Pluvialis dominica,American Golden-Plover,26/10/2009,2009,10,26,0,Ireland,IE-M-CK,Munster,Cork,Clonakilty Estuary,51.6181,-8.8777,Pluvialis dominica,0
Somateria mollissima mollissima,Common Eider (Eurasian),10/11/2009,2009,11,10,0,Ireland,IE-C-GY,Connaught,Galway,Inishbofin Island,53.6212,-10.2044,Somateria mollissima,0
Phoenicurus ochruros,Black Redstart,10/11/2009,2009,11,10,0,Ireland,IE-C-GY,Connaught,Galway,Inishbofin Island,53.6212,-10.2044,Phoenicurus ochruros,0
Phoenicurus ochruros,Black Redstart,10/11/2009,2009,11,10,0,Ireland,IE-C-GY,Connaught,Galway,Inishbofin Island,53.6212,-10.2044,Phoenicurus ochruros,0
Chordeiles minor,Common Nighthawk,25/10/2009,2009,10,25,0,Ireland,IE-M-KY,Munster,Kerry,Cahersiveen,51.9479,-10.2221,Chordeiles minor,0
Anas crecca carolinensis,Green-winged Teal (American),20/03/2009,2009,3,20,0,Ireland,IE-C-GY,Connaught,Galway,Inishmore--Kilronan,53.1203,-9.6693,Anas crecca,0
Anas crecca carolinensis,Green-winged Teal (American),20/03/2009,2009,3,20,0,Ireland,IE-C-GY,Connaught,Galway,Inishmore--Kilronan,53.1203,-9.6693,Anas crecca,0
Anas crecca carolinensis,Green-winged Teal (American),20/03/2009,2009,3,20,0,Ireland,IE-C-GY,Connaught,Galway,Inishmore--Kilronan,53.1203,-9.6693,Anas crecca,0
Pagophila eburnea,Ivory Gull,06/03/2009,2009,3,6,0,Ireland,IE-M-CK,Munster,Cork,Baltimore--village and harbour,51.4834,-9.373,Pagophila eburnea,0
Pagophila eburnea,Ivory Gull,06/03/2009,2009,3,6,0,Ireland,IE-M-CK,Munster,Cork,Baltimore--village and harbour,51.4834,-9.373,Pagophila eburnea,0
Somateria spectabilis,King Eider,04/01/2009,2009,1,4,0,Ireland,IE-C-SO,Connaught,Sligo,Ballygilgan (Lissadell) NR,54.3402,-8.5487,Somateria spectabilis,0
Somateria spectabilis,King Eider,04/01/2009,2009,1,4,0,Ireland,IE-C-SO,Connaught,Sligo,Ballygilgan (Lissadell) NR,54.3402,-8.5487,Somateria spectabilis,0
Somateria spectabilis,King Eider,04/01/2009,2009,1,4,0,Ireland,IE-C-SO,Connaught,Sligo,Ballygilgan (Lissadell) NR,54.3402,-8.5487,Somateria spectabilis,0
Sylvia communis,Greater Whitethroat,02/08/2019,2019,8,2,1642,Ireland,IE-L-DN,Leinster,Dublin,IE-Co. Dublin-Kilternan-Barnaslingan Lane - 53.2233x-6.1745,53.2233,-6.1745,Sylvia communis,0
Sylvia atricapilla,Eurasian Blackcap,02/08/2019,2019,8,2,1642,Ireland,IE-L-DN,Leinster,Dublin,IE-Co. Dublin-Kilternan-Barnaslingan Lane - 53.2233x-6.1745,53.2233,-6.1745,Sylvia atricapilla,0
Acanthis cabaret,Lesser Redpoll,14/12/2018,2018,12,14,1200,Ireland,IE-L-DN,Leinster,Dublin,Barnaslingan H,53.2278,-6.1791,Acanthis cabaret,0
Podilymbus podiceps,Pied-billed Grebe,01/09/2013,2013,9,1,0,Ireland,IE-C-MO,Connaught,Mayo,Achill Island--Keel machair/beach & Sruhillbeg Lough,53.9721,-10.0581,Podilymbus podiceps,0
Podilymbus podiceps,Pied-billed Grebe,01/09/2013,2013,9,1,0,Ireland,IE-C-MO,Connaught,Mayo,Achill Island--Keel machair/beach & Sruhillbeg Lough,53.9721,-10.0581,Podilymbus podiceps,0
Podilymbus podiceps,Pied-billed Grebe,01/09/2013,2013,9,1,0,Ireland,IE-C-MO,Connaught,Mayo,Achill Island--Keel machair/beach & Sruhillbeg Lough,53.9721,-10.0581,Podilymbus podiceps,0
Calidris pusilla,Semipalmated Sandpiper,07/09/2013,2013,9,7,0,Ireland,IE-C-MO,Connaught,Mayo,Bunlough Strand,53.6983,-9.9165,Calidris pusilla,0
Calidris pusilla,Semipalmated Sandpiper,07/09/2013,2013,9,7,0,Ireland,IE-C-MO,Connaught,Mayo,Bunlough Strand,53.6983,-9.9165,Calidris pusilla,0
Calidris pusilla,Semipalmated Sandpiper,07/09/2013,2013,9,7,0,Ireland,IE-C-MO,Connaught,Mayo,Bunlough Strand,53.6983,-9.9165,Calidris pusilla,0
Calidris pusilla,Semipalmated Sandpiper,07/09/2013,2013,9,7,0,Ireland,IE-C-MO,Connaught,Mayo,Bunlough Strand,53.6983,-9.9165,Calidris pusilla,0
Calidris pusilla,Semipalmated Sandpiper,07/09/2013,2013,9,7,0,Ireland,IE-C-MO,Connaught,Mayo,Bunlough Strand,53.6983,-9.9165,Calidris pusilla,0
Calidris subruficollis,Buff-breasted Sandpiper,08/09/2013,2013,9,8,0,Ireland,IE-C-GY,Connaught,Galway,Mweenish Island and Carrowmore,53.2098,-8.9778,Calidris subruficollis,0
Calidris subruficollis,Buff-breasted Sandpiper,08/09/2013,2013,9,8,0,Ireland,IE-C-GY,Connaught,Galway,Mweenish Island and Carrowmore,53.2098,-8.9778,Calidris subruficollis,0
Calidris subruficollis,Buff-breasted Sandpiper,08/09/2013,2013,9,8,0,Ireland,IE-C-GY,Connaught,Galway,Mweenish Island and Carrowmore,53.2098,-8.9778,Calidris subruficollis,0
Calidris subruficollis,Buff-breasted Sandpiper,08/09/2013,2013,9,8,0,Ireland,IE-C-GY,Connaught,Galway,Mweenish Island and Carrowmore,53.2098,-8.9778,Calidris subruficollis,0
Calidris subruficollis,Buff-breasted Sandpiper,08/09/2013,2013,9,8,0,Ireland,IE-C-GY,Connaught,Galway,Mweenish Island and Carrowmore,53.2098,-8.9778,Calidris subruficollis,0
Branta canadensis,Canada Goose,20/03/2016,2016,3,20,800,Ireland,IE-M-CK,Munster,Cork,Cork lough,51.8866,-8.4857,Branta canadensis,1
Fulica atra,Eurasian Coot,20/03/2016,2016,3,20,800,Ireland,IE-M-CK,Munster,Cork,Cork lough,51.8866,-8.4857,Fulica atra,0
Anser anser,Graylag Goose,20/03/2016,2016,3,20,800,Ireland,IE-M-CK,Munster,Cork,Cork lough,51.8866,-8.4857,Anser anser,1
Anser anser,Graylag Goose,20/03/2016,2016,3,20,800,Ireland,IE-M-CK,Munster,Cork,Cork lough,51.8866,-8.4857,Anser anser,1
Corvus monedula,Eurasian Jackdaw,20/03/2016,2016,3,20,800,Ireland,IE-M-CK,Munster,Cork,Cork lough,51.8866,-8.4857,Corvus monedula,0
Gallinula chloropus,Eurasian Moorhen,20/03/2016,2016,3,20,800,Ireland,IE-M-CK,Munster,Cork,Cork lough,51.8866,-8.4857,Gallinula chloropus,0
Cygnus olor,Mute Swan,20/03/2016,2016,3,20,800,Ireland,IE-M-CK,Munster,Cork,Cork lough,51.8866,-8.4857,Cygnus olor,1
Corvus frugilegus,Rook,20/03/2016,2016,3,20,800,Ireland,IE-M-CK,Munster,Cork,Cork lough,51.8866,-8.4857,Corvus frugilegus,0
Aythya fuligula,Tufted Duck,20/03/2016,2016,3,20,800,Ireland,IE-M-CK,Munster,Cork,Cork lough,51.8866,-8.4857,Aythya fuligula,1
Phalacrocorax carbo/aristotelis,Great Cormorant/European Shag,20/03/2016,2016,3,20,800,Ireland,IE-M-CK,Munster,Cork,Cork lough,51.8866,-8.4857,Phalacrocorax carbo/aristotelis,0
Motacilla alba,White Wagtail,20/03/2016,2016,3,20,800,Ireland,IE-M-CK,Munster,Cork,Cork lough,51.8866,-8.4857,Motacilla alba,0
Limosa limosa,Black-tailed Godwit,04/08/2019,2019,8,4,1109,Ireland,IE-L-WW,Leinster,Wicklow,Kilcoole--marsh and coast,53.0977,-6.039,Limosa limosa,0
Calidris alpina,Dunlin,04/08/2019,2019,8,4,1109,Ireland,IE-L-WW,Leinster,Wicklow,Kilcoole--marsh and coast,53.0977,-6.039,Calidris alpina,0
Saxicola rubicola,European Stonechat,04/08/2019,2019,8,4,1109,Ireland,IE-L-WW,Leinster,Wicklow,Kilcoole--marsh and coast,53.0977,-6.039,Saxicola rubicola,0
Tringa flavipes,Lesser Yellowlegs,20/09/2013,2013,9,20,0,Ireland,IE-C-GY,Connaught,Galway,Murlach,53.4248,-10.0765,Tringa flavipes,0
Tringa flavipes,Lesser Yellowlegs,20/09/2013,2013,9,20,0,Ireland,IE-C-GY,Connaught,Galway,Murlach,53.4248,-10.0765,Tringa flavipes,0
Tringa flavipes,Lesser Yellowlegs,20/09/2013,2013,9,20,0,Ireland,IE-C-GY,Connaught,Galway,Murlach,53.4248,-10.0765,Tringa flavipes,0
Tringa flavipes,Lesser Yellowlegs,20/09/2013,2013,9,20,0,Ireland,IE-C-GY,Connaught,Galway,Murlach,53.4248,-10.0765,Tringa flavipes,0
Tringa flavipes,Lesser Yellowlegs,23/09/2013,2013,9,23,0,Ireland,IE-C-GY,Connaught,Galway,Murlach,53.4248,-10.0765,Tringa flavipes,0
